TEXT_REMARKS,ACTION_CATEGORY,PREDICTED_DEPARTMENT,CONFIDENCE_SCORE,CONFIDENCE_RANGE,MATCH_STATUS
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required meter mismach actual meter no is,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.35,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
RTC CORRUPT SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct
meter RTC Fail at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter parameters not match with accuchak on external load alongwith Meter display showing Earth symbol so meter need replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,97.73,100-90% Very High,Correct
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
NO DISPLAY SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.87,100-90% Very High,Correct
meter RTC fail at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
RTC is corrupt hence Meter replacement is required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct
RTC found Fail hence meter is defective also Low Battery found hence replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.5,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.73,100-90% Very High,Correct
METER RTC Fail So Meter Is Defective Need Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
METER RTC Fail So Meter Is Defective Need Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter calibration pulse is blinking abnormal at the time of testing So Meter is Defective need to be Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.92,100-90% Very High,Correct
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
Meter RTC found fail also LOW battery symbol is on meter also there is current difference in Phase and Neutral current hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.38,100-90% Very High,Correct
RTC is corrupt hence Meter replacement is required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Earth LED found ON even on External Load KW hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.65,100-90% Very High,Correct
meter display defective at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter calibration pulse abnormal on external load so meter defective need to change,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter Display segment is defective at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.98,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
METER VOLTAGE PARAMETER ABNORMAL meter display showing V but actual voltage is V,Meter Replacement / Installation Team,Meter Replacement / Installation Team,88.47,90-75% High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
METER RTC Fail So Meter Is Defective Need Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
METER RTC Fail So Meter Is Defective Need Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
METER NO RTC CORRUPT SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.17,100-90% Very High,Correct
meter RTC fail so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter display segment found defective so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.92,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter Rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replaceZone paper seal pasted on meter box,Meter Replacement / Installation Team,Meter Replacement / Installation Team,97.83,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replaceZone paper seal pasted on meter box,Meter Replacement / Installation Team,Meter Replacement / Installation Team,97.83,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of Testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
meter display segment is defective at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.98,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter ELT ON An External Load So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.49,100-90% Very High,Correct
Meter incoming terminal found burntMeter need to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,97.65,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
RTC found Fail hence meter is defective also Low Battery found also difference found on Phase and Neutral current hence replacement required for the same Contacted Person Sona Devi,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.4,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter Terminal Are Found Burnt So Meter Is Defective Need Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.98,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter ELT ON An External Load So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.49,100-90% Very High,Correct
RTC CORRUPT SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter Rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
meter display segment found defective so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.92,100-90% Very High,Correct
Battery low is showing on meter displayMeter need to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.13,100-90% Very High,Correct
Meter Calibration Pulse Blinking Evem on No load also RTC found Fail on no load A current is showing in Phase and in Neutral along with this Burnt marks and Molten plastic observed inside the Terminal Cover hence meter is defective and hence same needs to be replace under defective category Contacted Person Aman Jain,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.75,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
RTC CORRUPT SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement Paper seal pasted on meter box,Meter Replacement / Installation Team,Meter Replacement / Installation Team,82.67,90-75% High,Correct
RTC CORRUPT SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter RTC fail so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
Meter display segments are not properly visible so meter is defective and need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct
Meter display sagment defective at the time of testing so meter need replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
RTC CORRUPT SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter is running on Imax even on no load also Imax Current is showing in instantaneous Phase current and zero current is showing in instantaneous neutral current hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.6,100-90% Very High,Correct
METER RTC Fail So Meter Is Defective Need Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
METER RTC Fail So Meter Is Defective Need Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
meter display segment is defective at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.98,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC found fail Hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
meter display figure upset not proper so meter deffective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,97.69,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required paper seal pasted,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.16,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter calibration pulse abnormal blinking meter display hang so meter defective at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.95,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter EL is ON on external load so meter is defective and need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.82,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
meter rtc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.32,100-90% Very High,Correct
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.8,100-90% Very High,Correct
meter RTC failed at the time of testing so meter need to be change,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.09,100-90% Very High,Correct
MDI is not recording as per connected load so meter is defectiveMeter need to be Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.16,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
meter RTC fail at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
RTC is corrupt hence Meter replacement is required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.91,100-90% Very High,Correct
meter RTC fail at the time of testing so meter needs to be replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
RTC found Fail hence meter is defective also Low Battery found hence replacement required for the same Contacted Person Rajlumar,Meter Replacement / Installation Team,Meter Replacement / Installation Team,98.6,100-90% Very High,Correct
Meter display showing RTC earrer so meter need replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.87,100-90% Very High,Correct
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
Meter RTC Corrupted So Meter Defective Needs to be replacement At the time of testing,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.76,100-90% Very High,Correct
METER RTC Fail So Meter Is Defective Need Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,100.0,100-90% Very High,Correct
