TEXT_REMARKS,ACTION_CATEGORY,PREDICTED_DEPARTMENT,CONFIDENCE_SCORE,CONFIDENCE_RANGE,MATCH_STATUS,IS_MATCH
Supply Already Disconnect At Site So Meter could not be Tested,Network / Zone Maintenance Team,Network / Zone Maintenance Team,95.12,100-90% Very High,Correct,TRUE
RTC is corrupt hence Meter replacement is required,Network / Zone Maintenance Team,Meter Replacement / Installation Team,97.11,100-90% Very High,Wrong,FALSE
Supply found disconnected at site,Network / Zone Maintenance Team,Network / Zone Maintenance Team,99.71,100-90% Very High,Correct,TRUE
METER SUPPLY FOUND DISCONNECTED AT SITE,Network / Zone Maintenance Team,Network / Zone Maintenance Team,99.75,100-90% Very High,Correct,TRUE
Supply found disconnected from pole at the time of testing so meter could not be test discuss with consumer sh Raju phone no,Network / Zone Maintenance Team,Network / Zone Maintenance Team,99.46,100-90% Very High,Correct,TRUE
Supply found disconnected at site hence same couldnt be tested,Network / Zone Maintenance Team,Network / Zone Maintenance Team,99.7,100-90% Very High,Correct,TRUE
Visit not done and case cancelled as per mail and notepad entry,Customer Service / Call Center,Customer Service / Call Center,99.2,100-90% Very High,Correct,TRUE
Pending from Notification initiator side,Customer Service / Call Center,Customer Service / Call Center,99.6,100-90% Very High,Correct,TRUE
Pending from Notification initiator side,Customer Service / Call Center,Customer Service / Call Center,99.6,100-90% Very High,Correct,TRUE
Pending from Notification initiator side,Customer Service / Call Center,Customer Service / Call Center,99.6,100-90% Very High,Correct,TRUE
Pending from Notification initiator side,Customer Service / Call Center,Customer Service / Call Center,99.6,100-90% Very High,Correct,TRUE
Pending from Notification initiator side,Customer Service / Call Center,Customer Service / Call Center,99.6,100-90% Very High,Correct,TRUE
NOTIFICATIONS CANCEL AS MAIL BY MMG HT METERING GROUP,Customer Service / Call Center,Customer Service / Call Center,97.64,100-90% Very High,Correct,TRUE
Pending from Notification initiator side,Customer Service / Call Center,Customer Service / Call Center,99.6,100-90% Very High,Correct,TRUE
Visit Not Done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
NOTIFICATIONS CANCEL AS MAIL BY MMG HT GROUP,Customer Service / Call Center,Customer Service / Call Center,98.61,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Visit Not Done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Visit not Done as per mail attached in Notepad Entry,Customer Service / Call Center,Customer Service / Call Center,98.56,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Seven Segment display found defective therefore same needs to be replace under defective category Photograph has been attached for reference,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.84,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Mail by MMG Three Phase,Customer Service / Call Center,Customer Service / Call Center,57.08,75-50% Medium,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Site Not Visited case needs to be returned as per mail received from AMI group,Customer Service / Call Center,Customer Service / Call Center,98.47,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Case already executed,Customer Service / Call Center,No Action Needed,25.47,Below 50% Low,Wrong,FALSE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled as per mail by MMG HT group,Customer Service / Call Center,Customer Service / Call Center,99.65,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Visit not done,Customer Service / Call Center,Customer Service / Call Center,98.78,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Notification cancelled due to vendor change,Customer Service / Call Center,Customer Service / Call Center,99.97,100-90% Very High,Correct,TRUE
Meter Already Tested Two Time,Scheduling / Field Dispatch Team,No Action Needed,98.62,100-90% Very High,Wrong,FALSE
Side under construction and no person at side at the time of testing so meter could not be test,Field Operations / Meter Testing,Field Operations / Meter Testing,93.08,100-90% Very High,Correct,TRUE
Case already executed,Scheduling / Field Dispatch Team,No Action Needed,25.47,Below 50% Low,Wrong,FALSE
meter testing on date,Scheduling / Field Dispatch Team,No Action Needed,89.43,90-75% High,Wrong,FALSE
Work Already Done on same notifications but on different latest Service Order,Scheduling / Field Dispatch Team,Field Operations / Meter Testing,44.22,Below 50% Low,Wrong,FALSE
meter tested as per safety norms of tpddlaccuracy found within limit at a time of testing meter testing on date,Scheduling / Field Dispatch Team,No Action Needed,99.9,100-90% Very High,Wrong,FALSE
meter testing on date,Scheduling / Field Dispatch Team,No Action Needed,89.43,90-75% High,Wrong,FALSE
meter tested as per safety norms of tpddlaccuracy found within limit at a time of testing meter testing on date,Scheduling / Field Dispatch Team,No Action Needed,99.9,100-90% Very High,Wrong,FALSE
meter tested as per safety norms of tpddlaccuracy found within limit at a time of testing meter testing on date,Scheduling / Field Dispatch Team,No Action Needed,99.9,100-90% Very High,Wrong,FALSE
meter tested as per safety norms of tpddlaccuracy found within limit at a time of testing meter testing on date,Scheduling / Field Dispatch Team,No Action Needed,99.9,100-90% Very High,Wrong,FALSE
Case already returned earlier on insufficient lod hence needs to be closed on this Service order,Scheduling / Field Dispatch Team,Field Operations / Meter Testing,73.03,75-50% Medium,Wrong,FALSE
Work Already Done on same notifications but on different latest Service Order,Scheduling / Field Dispatch Team,Field Operations / Meter Testing,44.22,Below 50% Low,Wrong,FALSE
Case already filled on another service Order,Scheduling / Field Dispatch Team,Field Operations / Meter Testing,73.38,75-50% Medium,Wrong,FALSE
Work already done,Scheduling / Field Dispatch Team,Network / Zone Maintenance Team,41.31,Below 50% Low,Wrong,FALSE
Wrong Notification Generated,Scheduling / Field Dispatch Team,Customer Service / Call Center,68.21,75-50% Medium,Wrong,FALSE
wong notification generated by consumer consumer Said plz cancel my worng notification consumer name is AzimUddin mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,74.35,75-50% Medium,Wrong,FALSE
Wrong Notification Generated,Scheduling / Field Dispatch Team,Customer Service / Call Center,68.21,75-50% Medium,Wrong,FALSE
Consumer refused to meter testingAs per consumer no Complaint for fast meter testing from my sideTilak Raj ph no,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,98.16,100-90% Very High,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my notification consumer name is Mohit mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,74.35,75-50% Medium,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mr Ram Mahar jiHusband,Scheduling / Field Dispatch Team,Field Operations / Meter Testing,40.66,Below 50% Low,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mr Matin Son,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,36.33,Below 50% Low,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Sageeta ji Daughter in law,Scheduling / Field Dispatch Team,Customer Service / Call Center,57.11,75-50% Medium,Wrong,FALSE
Meter Could not be tested as consumer has cancelled the request he said if you will test the meter then testing charge will be applicable so meter Could not be tested,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,62.71,75-50% Medium,Wrong,FALSE
Wrong notification generated As per discussion with consumer mr vineet his complaint generated by his own mistake consumer actual complaint is meter shifting,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,58.89,75-50% Medium,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification generated consumer name is nibha mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,74.35,75-50% Medium,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification generated consumer name is pulkit consumer mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,87.13,90-75% High,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification generated consumer name is kuldeep mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,74.35,75-50% Medium,Wrong,FALSE
As per Consumer wrong notification Generated Take by Mobile phone Mr Bhawani prasad ji,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,70.12,75-50% Medium,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification consumer name is bharat mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,74.35,75-50% Medium,Wrong,FALSE
space constraints for meter testing,Field Operations / Meter Testing,Field Operations / Meter Testing,99.83,100-90% Very High,Correct,TRUE
As per Consumer Wrong Notification Generated Take by AartiDaughter in law,Scheduling / Field Dispatch Team,Customer Service / Call Center,57.11,75-50% Medium,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification generated consumer name is kuldeep Singh consumer mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,83.05,90-75% High,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mr Pankaj Brother,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,36.33,Below 50% Low,Wrong,FALSE
Meter Could not be tested as consumer has cancelled the request he said if you will test the meter then testing charge will be applicable so meter Could not be tested counsmer name Ajay,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,40.88,Below 50% Low,Wrong,FALSE
Wrong notification generated Consumer complaint generated by his own mistake,Scheduling / Field Dispatch Team,Customer Service / Call Center,29.15,Below 50% Low,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification consumer name is sanjiv mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,74.35,75-50% Medium,Wrong,FALSE
wrong notification generatedAs per discussion with consumer Mr Vimal consumer complaint generated by his own mistake,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,84.79,90-75% High,Wrong,FALSE
as per remark by mistake meter testing generated,Scheduling / Field Dispatch Team,No Action Needed,54.9,75-50% Medium,Wrong,FALSE
wong notification generated by consumer consumer Said plz cancel my worng notification case consumer name is Sumit Goyal consumer mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,82.63,90-75% High,Wrong,FALSE
wong notification generated by consumer consumer Said plz cancel my worng notification consumer name is Satish mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,63.72,75-50% Medium,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Arvind,Scheduling / Field Dispatch Team,Customer Service / Call Center,57.11,75-50% Medium,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification consumer name is gautam consumer mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,87.13,90-75% High,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mr Kuldeephusband,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,36.33,Below 50% Low,Wrong,FALSE
wong notification generated by consumer consumer Said plz cancel my worng notification generated consumer name is naveen consumer number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,82.97,90-75% High,Wrong,FALSE
Meter Could not be tested as consumer has cancelled the request he said if you will test the meter then testing charge will be applicable so meter Could not be tested consumer Name Tarun,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,81.44,90-75% High,Wrong,FALSE
Consumer refused to meter testingAs per consumer no any Complaint for fast meter testing Renu Phno,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,98.16,100-90% Very High,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Jyoti rental cancel this notification,Scheduling / Field Dispatch Team,Customer Service / Call Center,94.6,100-90% Very High,Wrong,FALSE
Meter Could not be tested as consumer has cancelled the request he said if you will test the meter then testing charge will be applicable so meter Could not be tested consumer name karan,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,85.42,90-75% High,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification consumer name is Mohit mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,74.35,75-50% Medium,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification generated consumer name is Yasmin consumer number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,84.64,90-75% High,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mr Arjun Worker,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,36.33,Below 50% Low,Wrong,FALSE
Wrong notification generated As per discussion with consumer mrs sarita panday consumer complaint generated by her own mistake,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,84.69,90-75% High,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mrs Mustri wife Consumer Actually Complaint Meter Shifting,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,70.52,75-50% Medium,Wrong,FALSE
Wrong Notification generated by consumer confirm on phone Tokeer Alam,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,45.26,Below 50% Low,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification consumer name is sheetal mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,74.35,75-50% Medium,Wrong,FALSE
wong notification generated by consumer consumer Said plz cancel my worng notification consumer name is arun tiwari mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,74.35,75-50% Medium,Wrong,FALSE
Meter Could not be tested as consumer has cancelled the request he said if you will test the meter then testing charge will be applicable so meter Could not be tested,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,62.71,75-50% Medium,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mobile phone Mrkashab Datt Actually Complaint Consumer Meter Shifting,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,79.51,90-75% High,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mobile phone Name Shanti Devi Actually Consumer Complaint Meter Shifting,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,66.32,75-50% Medium,Wrong,FALSE
Consumer refused to meter testingAs per consumer no any Complaint for fast meter testing ShSushil kumar Phno,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,91,100-90% Very High,Wrong,FALSE
As per Consumer Wrong notification Generated Take by NameMithles ji,Scheduling / Field Dispatch Team,Customer Service / Call Center,57.11,75-50% Medium,Wrong,FALSE
Consumer dont want to test their meter as their query already resolved hence this request needs to be closed Contacted Person Deepak,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,77.59,90-75% High,Wrong,FALSE
Wrong Notification generated Consumer dont want to test his meter his main issue is regarding captured Reading current reading in meter is dated Nov Contacted Person Abhishek,Scheduling / Field Dispatch Team,Meter Replacement / Installation Team,41.5,Below 50% Low,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification generated consumer name is Ajay Kumar mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,48.6,Below 50% Low,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Prem devi ji,Scheduling / Field Dispatch Team,Customer Service / Call Center,37.91,Below 50% Low,Wrong,FALSE
As per Consumer wrong Meter Complaint Generated So Meter could not be Tested Take by Mrspooja Devi wife,Scheduling / Field Dispatch Team,No Action Needed,54.79,75-50% Medium,Wrong,FALSE
wrong meter complained by consumer pradeep dubay,Scheduling / Field Dispatch Team,Field Operations / Meter Testing,31.15,Below 50% Low,Wrong,FALSE
As per Consumer Wrong Meter Complaint Generated Take by Santosh ji Mother,Scheduling / Field Dispatch Team,No Action Needed,29.08,Below 50% Low,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mobile phone Mr Bablu Rawat ji,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,70.12,75-50% Medium,Wrong,FALSE
wrong meter complained done by consumer by mistake parvesh,Scheduling / Field Dispatch Team,No Action Needed,35.38,Below 50% Low,Wrong,FALSE
worng notification generated by consumer consumer Said plz cancel my worng notification consumer name is sunil mobile number is,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,73.87,75-50% Medium,Wrong,FALSE
As per consumer no any Complaint for fast meter testing from my sideMr Rohan Phno,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,45.28,Below 50% Low,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mobile phone Mr Umesh Rana,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,70.12,75-50% Medium,Wrong,FALSE
Wrong Notification Generated Consumer dont want to test this meter as Complaint registered by mistake Contacted PersonGitesh,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,69.82,75-50% Medium,Wrong,FALSE
As per Consumer Wrong notification Generated Name Harshika,Scheduling / Field Dispatch Team,Customer Service / Call Center,57.11,75-50% Medium,Wrong,FALSE
As per Consumer Wrong notification Generated Take by Mobile phone Mr Biserjeet Kumar MahatoRental,Scheduling / Field Dispatch Team,Back-Office / Administrative Operations,46.53,Below 50% Low,Wrong,FALSE
As per Consumer Wrong notification Generated Complaint Take by Sanju Wife,Scheduling / Field Dispatch Team,No Action Needed,39.34,Below 50% Low,Wrong,FALSE
